,ind,occ,union,public_sector,multiple_jobs,salary,ptm,gender,self
1176,"professional, scientific and technical services",professional in business and finance,0,0,0,42421.768707483,0,0,0
1177,trade,"retail salespersons, sales clerks, cashiers",0,0,0,17233.843537414967,1,1,0
1178,trade,other trades,0,0,0,41096.08843537415,0,0,0
1179,educational services,teachers and professors,1,1,1,119311.22448979592,0,0,0
1180,other services,clerical and supervisor occupations,0,0,0,16571.003401360544,1,1,0
1181,manufacturing,machine operators and assemblers in manufacturing,1,0,0,82855.01700680272,0,0,0
1182,agriculture,clerical and supervisor occupations,0,0,0,43747.44897959184,0,0,0
1183,"information, culture and recreation",clerical and supervisor occupations,0,0,0,86169.21768707484,0,1,0
1184,health care and social assistance,"occupations in social science, government service and religion",1,0,0,60981.292517006805,0,1,1
1185,manufacturing,machine operators and assemblers in manufacturing,0,0,0,64958.333333333336,0,0,0
1186,trade,transport and equipment operators,0,0,0,35793.36734693878,0,0,0
1187,"information, culture and recreation",,0,0,0,9611.181972789116,0,0,0
1188,health care and social assistance,professional in health,0,1,0,69598.21428571429,0,1,0
1189,other services,"occupations in social science, government service and religion",0,0,0,43747.44897959184,0,0,0
1190,manufacturing,other trades,0,0,0,112682.8231292517,0,0,0
1191,manufacturing,natural and applied sciences,0,0,0,76226.6156462585,0,0,0
1192,educational services,teachers and professors,1,1,0,64958.333333333336,0,1,0
1193,public administration,"occupations in social science, government service and religion",1,1,0,25187.92517006803,1,0,0
1194,trade,,0,0,0,13256.802721088436,0,0,0
1195,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,69598.21428571429,0,0,0
1196,public administration,"financial, secretarial and administrative",1,1,0,89483.41836734694,0,0,0
1197,manufacturing,other trades,1,0,0,115997.02380952382,0,0,0
1198,"information, culture and recreation","occupations in art, culture, recreation and sport",1,0,0,192223.6394557823,0,0,0
1199,manufacturing,machine operators and assemblers in manufacturing,1,0,0,86169.21768707484,0,0,0
1200,educational services,natural and applied sciences,1,1,1,115997.02380952382,0,0,1
1201,accommodation and food services,"chefs and cooks, food and beverage service",0,0,0,21873.72448979592,0,1,0
1202,educational services,natural and applied sciences,1,1,0,79540.81632653062,0,0,0
1203,trade,"retail salespersons, sales clerks, cashiers",1,0,0,42421.768707483,0,1,0
1204,manufacturing,other trades,0,0,0,62306.97278911565,0,0,0
1205,health care and social assistance,"technical, assisting and related in health",1,0,0,54352.89115646259,0,0,0
1206,accommodation and food services,,0,0,0,23199.404761904763,0,1,0
1207,manufacturing,middle management,0,0,0,185595.2380952381,0,0,0
1208,manufacturing,machine operators and assemblers in manufacturing,0,0,0,72912.4149659864,0,0,0
1209,"finance, insurance, real estate and leasing",senior management,0,0,1,58329.93197278912,0,0,1
1210,manufacturing,"labourer in processing, manufacturing and utilities",1,0,0,46398.80952380953,0,1,0
1211,health care and social assistance,"occupations in social science, government service and religion",0,0,0,35793.36734693878,0,1,0
1212,accommodation and food services,,0,0,0,35793.36734693878,0,0,0
1213,"professional, scientific and technical services","financial, secretarial and administrative",0,0,1,53027.21088435374,0,1,0
1214,accommodation and food services,"chefs and cooks, food and beverage service",0,0,0,13588.222789115647,1,0,0
1215,public administration,professional in business and finance,1,1,0,66284.01360544217,0,1,0
1216,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,37119.04761904762,0,1,0
1217,manufacturing,clerical and supervisor occupations,0,0,0,13919.64285714286,0,1,0
1218,agriculture,occupations unique to primary industry,0,0,0,62969.81292517008,0,1,0
1219,transportation and warehousing,"occupations in social science, government service and religion",1,1,0,69598.21428571429,0,0,0
1220,health care and social assistance,"technical, assisting and related in health",1,1,0,47724.48979591837,0,1,0
1221,health care and social assistance,professional in health,1,1,1,96111.81972789115,0,1,0
1222,public administration,clerical and supervisor occupations,1,1,0,62306.97278911565,0,1,0
1223,public administration,occupation in protective services,1,1,0,122625.42517006805,0,0,0
1224,manufacturing,other trades,1,0,1,79540.81632653062,0,0,0
1225,transportation and warehousing,clerical and supervisor occupations,0,1,0,92797.61904761904,0,1,0
1226,trade,middle management,0,0,0,198852.0408163265,0,0,0
1227,public administration,"occupations in social science, government service and religion",1,1,0,125939.62585034016,0,1,0
1228,"finance, insurance, real estate and leasing","wholesale, technical, insurance, real estate sales specialists",0,0,0,33142.00680272109,0,1,0
1229,transportation and warehousing,transport and equipment operators,1,1,0,82855.01700680272,0,0,0
1230,"professional, scientific and technical services","financial, secretarial and administrative",0,0,0,63632.65306122449,0,1,0
1231,trade,professional in health,1,0,0,115997.02380952382,0,1,0
1232,health care and social assistance,middle management,0,1,0,109368.6224489796,0,0,0
1233,manufacturing,natural and applied sciences,0,0,0,42421.768707483,0,0,0
1234,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,63632.65306122449,0,1,0
1235,manufacturing,natural and applied sciences,0,0,0,238622.44897959183,0,0,0
1236,trade,"retail salespersons, sales clerks, cashiers",0,0,0,26513.60544217687,0,0,0
1237,manufacturing,"occupations in social science, government service and religion",0,0,0,122625.42517006805,0,0,0
1238,manufacturing,machine operators and assemblers in manufacturing,1,0,0,51701.5306122449,0,0,0
1239,"professional, scientific and technical services","financial, secretarial and administrative",0,0,1,64958.333333333336,0,1,0
1240,trade,,0,0,0,33142.00680272109,0,1,0
1241,transportation and warehousing,,1,0,1,89483.41836734694,1,0,1
1242,public administration,clerical and supervisor occupations,1,1,0,58329.93197278912,0,1,0
1243,manufacturing,clerical and supervisor occupations,0,0,0,66284.01360544217,0,1,0
1244,manufacturing,"financial, secretarial and administrative",0,0,0,63632.65306122449,0,0,0
1245,health care and social assistance,clerical and supervisor occupations,1,1,0,55678.57142857144,0,1,0
1246,public administration,occupation in protective services,1,1,1,6098.1292517006805,1,0,0
1247,trade,clerical and supervisor occupations,1,0,0,50375.85034013606,0,1,0
1248,"finance, insurance, real estate and leasing",professional in business and finance,0,1,0,112682.8231292517,0,1,0
1249,trade,middle management,0,0,0,57004.251700680274,0,1,0
1250,manufacturing,other trades,0,0,0,109368.6224489796,0,0,0
1251,"information, culture and recreation",clerical and supervisor occupations,0,0,0,25850.76530612245,0,1,0
1252,"finance, insurance, real estate and leasing",professional in business and finance,0,0,1,50375.85034013606,0,1,0
1253,"business, building and other support services","trades helpers, construction, and transportation labourers",1,0,0,89483.41836734694,0,0,0
1254,"finance, insurance, real estate and leasing",professional in business and finance,0,0,0,72912.4149659864,0,1,0
1255,manufacturing,machine operators and assemblers in manufacturing,1,0,0,53027.21088435374,0,0,0
1256,health care and social assistance,clerical and supervisor occupations,1,1,0,54352.89115646259,0,1,0
1257,trade,"retail salespersons, sales clerks, cashiers",0,0,1,29164.96598639456,0,1,0
1258,"business, building and other support services","trades helpers, construction, and transportation labourers",1,1,0,89483.41836734694,0,0,0
1259,educational services,teachers and professors,1,1,0,139196.42857142858,0,0,0
1260,construction,other trades,0,0,0,106054.42176870749,0,0,0
1261,agriculture,occupations unique to primary industry,0,0,0,51701.5306122449,0,0,0
1262,"professional, scientific and technical services",natural and applied sciences,0,0,0,72912.4149659864,0,0,0
1263,accommodation and food services,,0,0,0,23862.244897959183,0,1,0
1264,"finance, insurance, real estate and leasing",professional in business and finance,0,0,0,76226.6156462585,0,1,0
1265,transportation and warehousing,contractors and supervisors in trades and transportation,0,0,0,72912.4149659864,0,0,0
1266,health care and social assistance,"technical, assisting and related in health",0,1,0,76226.6156462585,0,1,0
1267,public administration,natural and applied sciences,1,1,0,66284.01360544217,0,0,0
1268,health care and social assistance,"occupations in social science, government service and religion",1,0,1,86169.21768707484,0,1,0
1269,public administration,clerical and supervisor occupations,1,1,0,63632.65306122449,0,1,0
1270,construction,other trades,0,0,0,72912.4149659864,0,0,0
1271,health care and social assistance,clerical and supervisor occupations,0,1,0,59655.61224489796,0,1,0
1272,trade,,1,0,0,10605.442176870749,1,0,0
1273,trade,clerical and supervisor occupations,0,0,0,51701.5306122449,0,1,0
1274,trade,middle management,0,0,0,69598.21428571429,0,1,0
1275,trade,"retail salespersons, sales clerks, cashiers",0,0,0,13256.802721088436,1,1,0
1276,accommodation and food services,"chefs and cooks, food and beverage service",0,0,0,23862.244897959183,0,1,0
1277,health care and social assistance,"technical, assisting and related in health",1,0,1,69598.21428571429,0,0,0
1278,utilities,clerical and supervisor occupations,0,0,0,231994.04761904763,0,0,0
1279,"business, building and other support services","trades helpers, construction, and transportation labourers",0,0,0,23199.404761904763,0,0,0
1280,trade,"chefs and cooks, food and beverage service",0,0,1,7622.661564625851,1,0,0
1281,construction,construction trades,1,0,0,102740.22108843538,0,0,0
1282,trade,"trades helpers, construction, and transportation labourers",0,0,0,45073.12925170068,0,0,0
1283,trade,"retail salespersons, sales clerks, cashiers",0,0,0,23862.244897959183,0,1,0
1284,transportation and warehousing,transport and equipment operators,1,0,0,47724.48979591837,0,0,0
1285,"finance, insurance, real estate and leasing",natural and applied sciences,0,0,0,72912.4149659864,0,1,0
1286,educational services,clerical and supervisor occupations,0,1,0,125939.62585034016,0,1,0
1287,construction,construction trades,1,0,0,212108.84353741497,0,0,0
1288,educational services,"occupations in social science, government service and religion",0,1,1,112682.8231292517,0,0,1
1289,transportation and warehousing,professional in business and finance,1,1,0,165710.03401360544,0,0,0
1290,health care and social assistance,"occupations in social science, government service and religion",0,0,0,96111.81972789115,0,1,0
1291,health care and social assistance,"financial, secretarial and administrative",0,0,0,59655.61224489796,0,1,0
1292,"finance, insurance, real estate and leasing","financial, secretarial and administrative",0,0,1,86169.21768707484,0,0,1
1293,public administration,occupation in protective services,1,1,0,96111.81972789115,0,1,0
1294,trade,other trades,0,0,0,58329.93197278912,0,0,0
1295,educational services,teachers and professors,1,1,0,112682.8231292517,0,1,0
1296,trade,"retail salespersons, sales clerks, cashiers",0,0,0,51701.5306122449,0,1,0
1297,trade,"trades helpers, construction, and transportation labourers",1,0,0,34467.68707482993,0,0,0
1298,"professional, scientific and technical services","occupations in art, culture, recreation and sport",0,0,0,102740.22108843538,0,1,0
1299,construction,"trades helpers, construction, and transportation labourers",1,1,0,69598.21428571429,0,0,0
1300,utilities,machine operators and assemblers in manufacturing,0,1,0,125939.62585034016,0,0,0
1301,health care and social assistance,"occupations in social science, government service and religion",1,1,0,60981.292517006805,0,1,0
1302,public administration,natural and applied sciences,1,1,0,102740.22108843538,0,0,0
1303,manufacturing,machine operators and assemblers in manufacturing,1,0,0,92797.61904761904,0,0,0
